date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:46:54	37632/37632	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2026%20Aug%202022%2003:53:16%20GMT	https://cdn.shopify.com/shopifycloud/shopify/assets/storefront/features-87e8399988880142f2c62771b9d8f2ff6c290b3ff745dd426eb0dfe0db9d1dae.js	C:/Users/gomes/Desktop/Clonado/b/cdn.shopify.com/shopifycloud/shopify/assets/storefront/features-87e8399988880142f2c62771b9d8f2ff6c290b3ff745dd426eb0dfe0db9d1dae.js	(from https://lojablackskull.com/produto.php?id=79&fbclid=IwAR2SwlVyU0f7qxqjcLYNuMcDfmNHnz64xyVdUFZHIlJC4DtwB5E5KiDXBNg)
02:46:56	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2007%20Feb%202023%2005:46:55%20GMT	http://cdn.shopify.com/shopifycloud/shopify/assets/storefront/bars/admin_bar_injector-0234fec916203bccf42fae8130aa2a06f3b84ab3962c96276185ad85db0e84fe.js	C:/Users/gomes/Desktop/Clonado/b/cdn.shopify.com/shopifycloud/shopify/assets/storefront/bars/admin_bar_injector-0234fec916203bccf42fae8130aa2a06f3b84ab3962c96276185ad85db0e84fe.js	(from https://lojablackskull.com/produto.php?id=79&fbclid=IwAR2SwlVyU0f7qxqjcLYNuMcDfmNHnz64xyVdUFZHIlJC4DtwB5E5KiDXBNg)
02:46:56	218222/218222	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Feb%202023%2005:46:55%20GMT	https://lojablackskull.com/	C:/Users/gomes/Desktop/Clonado/b/lojablackskull.com/index.html	(from https://lojablackskull.com/produto.php?id=79&fbclid=IwAR2SwlVyU0f7qxqjcLYNuMcDfmNHnz64xyVdUFZHIlJC4DtwB5E5KiDXBNg)
02:46:56	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2007%20Feb%202023%2005:46:57%20GMT	http://cdn.polyfill.io/v3/polyfill.min.js?unknown=polyfill&features=fetch,Element.prototype.closest,Element.prototype.matches,Element.prototype.remove,Element.prototype.classList,Array.prototype.includes,Array.prototype.fill,String.prototype.includes,String.prototype.padStart,Object.assign,CustomEvent,Intl,URL,DOMTokenList,IntersectionObserver,IntersectionObserverEntry	C:/Users/gomes/Desktop/Clonado/b/cdn.polyfill.io/v3/polyfill.min.ea617.delayed	(from https://lojablackskull.com/produto.php?id=79&fbclid=IwAR2SwlVyU0f7qxqjcLYNuMcDfmNHnz64xyVdUFZHIlJC4DtwB5E5KiDXBNg)
02:46:56	7015/7015	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2026%20Aug%202022%2001:23:43%20GMT	https://cdn.shopify.com/shopifycloud/shopify/assets/storefront/bars/admin_bar_injector-0234fec916203bccf42fae8130aa2a06f3b84ab3962c96276185ad85db0e84fe.js	C:/Users/gomes/Desktop/Clonado/b/cdn.shopify.com/shopifycloud/shopify/assets/storefront/bars/admin_bar_injector-0234fec916203bccf42fae8130aa2a06f3b84ab3962c96276185ad85db0e84fe.js	(from https://lojablackskull.com/produto.php?id=79&fbclid=IwAR2SwlVyU0f7qxqjcLYNuMcDfmNHnz64xyVdUFZHIlJC4DtwB5E5KiDXBNg)
02:46:56	385923/385923	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2002%20Feb%202023%2005:02:18%20GMT	https://cdn.polyfill.io/v3/polyfill.min.js?unknown=polyfill&features=fetch,Element.prototype.closest,Element.prototype.matches,Element.prototype.remove,Element.prototype.classList,Array.prototype.includes,Array.prototype.fill,String.prototype.includes,String.prototype.padStart,Object.assign,CustomEvent,Intl,URL,DOMTokenList,IntersectionObserver,IntersectionObserverEntry	C:/Users/gomes/Desktop/Clonado/b/cdn.polyfill.io/v3/polyfill.mina617.js	(from https://lojablackskull.com/produto.php?id=79&fbclid=IwAR2SwlVyU0f7qxqjcLYNuMcDfmNHnz64xyVdUFZHIlJC4DtwB5E5KiDXBNg)
02:46:58	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2007%20Feb%202023%2005:46:57%20GMT	http://cdn.shopify.com/s/files/1/0665/0039/5261/t/3/assets/theme.min.js?v=129998125763450196711664292914	C:/Users/gomes/Desktop/Clonado/b/cdn.shopify.com/s/files/1/0665/0039/5261/t/3/assets/theme.min8499.js	(from https://lojablackskull.com/produto.php?id=79&fbclid=IwAR2SwlVyU0f7qxqjcLYNuMcDfmNHnz64xyVdUFZHIlJC4DtwB5E5KiDXBNg)
02:46:58	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2007%20Feb%202023%2005:46:59%20GMT	http://cdn.shopify.com/s/files/1/0665/0039/5261/t/3/assets/custom.js?v=112171511692518087411664292913	C:/Users/gomes/Desktop/Clonado/b/cdn.shopify.com/s/files/1/0665/0039/5261/t/3/assets/custombc25.js	(from https://lojablackskull.com/produto.php?id=79&fbclid=IwAR2SwlVyU0f7qxqjcLYNuMcDfmNHnz64xyVdUFZHIlJC4DtwB5E5KiDXBNg)
02:46:58	218056/218056	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2007%20Dec%202022%2021:27:31%20GMT	https://cdn.shopify.com/s/files/1/0665/0039/5261/t/3/assets/theme.min.js?v=129998125763450196711664292914	C:/Users/gomes/Desktop/Clonado/b/cdn.shopify.com/s/files/1/0665/0039/5261/t/3/assets/theme.min8499.js	(from https://lojablackskull.com/produto.php?id=79&fbclid=IwAR2SwlVyU0f7qxqjcLYNuMcDfmNHnz64xyVdUFZHIlJC4DtwB5E5KiDXBNg)
02:47:00	31000/31000	---M-Z	200	added ('OK')	text/css	etag:%225eb03e5f-7918%22	http://cdnjs.cloudflare.com/ajax/libs/font-awesome/4.7.0/css/font-awesome.min.css	C:/Users/gomes/Desktop/Clonado/b/cdnjs.cloudflare.com/ajax/libs/font-awesome/4.7.0/css/font-awesome.min.css	(from https://lojablackskull.com/produto.php?id=79&fbclid=IwAR2SwlVyU0f7qxqjcLYNuMcDfmNHnz64xyVdUFZHIlJC4DtwB5E5KiDXBNg)
02:47:00	2023/2023	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2001%20Jan%202023%2004:27:38%20GMT	https://cdn.shopify.com/s/files/1/0665/0039/5261/t/3/assets/custom.js?v=112171511692518087411664292913	C:/Users/gomes/Desktop/Clonado/b/cdn.shopify.com/s/files/1/0665/0039/5261/t/3/assets/custombc25.js	(from https://lojablackskull.com/produto.php?id=79&fbclid=IwAR2SwlVyU0f7qxqjcLYNuMcDfmNHnz64xyVdUFZHIlJC4DtwB5E5KiDXBNg)
02:47:00	281/281	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2007%20Feb%202023%2005:47:01%20GMT	https://lojablackskull.com/POST	C:/Users/gomes/Desktop/Clonado/b/lojablackskull.com/POST.15.delayed	(from https://lojablackskull.com/produto.php?id=79&fbclid=IwAR2SwlVyU0f7qxqjcLYNuMcDfmNHnz64xyVdUFZHIlJC4DtwB5E5KiDXBNg)
02:47:01	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2007%20Feb%202023%2005:47:02%20GMT	http://cdn.shopify.com/shopifycloud/shopify/assets/shop_events_listener-65cd0ba3fcd81a1df33f2510ec5bcf8c0e0958653b50e3965ec972dd638ee13f.js	C:/Users/gomes/Desktop/Clonado/b/cdn.shopify.com/shopifycloud/shopify/assets/shop_events_listener-65cd0ba3fcd81a1df33f2510ec5bcf8c0e0958653b50e3965ec972dd638ee13f.17.delayed	(from https://lojablackskull.com/produto.php?id=79&fbclid=IwAR2SwlVyU0f7qxqjcLYNuMcDfmNHnz64xyVdUFZHIlJC4DtwB5E5KiDXBNg)
02:47:01	79943/79943	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2021%20Sep%202022%2018:54:43%20GMT	https://cdn.shopify.com/s/trekkie.storefront.e695302c3cd17296c85e559451c496db44e32e17.min.js	C:/Users/gomes/Desktop/Clonado/b/cdn.shopify.com/s/trekkie.storefront.e695302c3cd17296c85e559451c496db44e32e17.min.js	(from https://lojablackskull.com/produto.php?id=79&fbclid=IwAR2SwlVyU0f7qxqjcLYNuMcDfmNHnz64xyVdUFZHIlJC4DtwB5E5KiDXBNg)
02:47:01	8318/8318	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2026%20Jan%202023%2000:07:19%20GMT	https://cdn.shopify.com/shopifycloud/shopify/assets/shop_events_listener-65cd0ba3fcd81a1df33f2510ec5bcf8c0e0958653b50e3965ec972dd638ee13f.js	C:/Users/gomes/Desktop/Clonado/b/cdn.shopify.com/shopifycloud/shopify/assets/shop_events_listener-65cd0ba3fcd81a1df33f2510ec5bcf8c0e0958653b50e3965ec972dd638ee13f.js	(from https://lojablackskull.com/produto.php?id=79&fbclid=IwAR2SwlVyU0f7qxqjcLYNuMcDfmNHnz64xyVdUFZHIlJC4DtwB5E5KiDXBNg)
02:47:01	59535/59535	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2015%20Nov%202022%2020:15:31%20GMT	https://cdn.shopify.com/shopifycloud/boomerang/shopify-boomerang-1.0.0.min.js	C:/Users/gomes/Desktop/Clonado/b/cdn.shopify.com/shopifycloud/boomerang/shopify-boomerang-1.0.0.min.js	(from https://lojablackskull.com/produto.php?id=79&fbclid=IwAR2SwlVyU0f7qxqjcLYNuMcDfmNHnz64xyVdUFZHIlJC4DtwB5E5KiDXBNg)
02:47:03	423199/423199	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Feb%202023%2005:47:03%20GMT	https://lojablackskull.com/produtos.php	C:/Users/gomes/Desktop/Clonado/b/lojablackskull.com/produtos.html	(from https://lojablackskull.com/produto.php?id=79&fbclid=IwAR2SwlVyU0f7qxqjcLYNuMcDfmNHnz64xyVdUFZHIlJC4DtwB5E5KiDXBNg)
02:47:03	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2007%20Feb%202023%2005:47:03%20GMT	http://cdn.shopify.com/s/files/1/0707/0973/9838/files/logo_200x@2x.png?v=1673904283	C:/Users/gomes/Desktop/Clonado/b/cdn.shopify.com/s/files/1/0707/0973/9838/files/logo_200x@2x.1b8291.delayed	(from https://lojablackskull.com/produto.php?id=79&fbclid=IwAR2SwlVyU0f7qxqjcLYNuMcDfmNHnz64xyVdUFZHIlJC4DtwB5E5KiDXBNg)
02:47:04	85259/85259	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Feb%202023%2005:47:04%20GMT	https://lojablackskull.com/contato/	C:/Users/gomes/Desktop/Clonado/b/lojablackskull.com/contato/index.html	(from https://lojablackskull.com/produto.php?id=79&fbclid=IwAR2SwlVyU0f7qxqjcLYNuMcDfmNHnz64xyVdUFZHIlJC4DtwB5E5KiDXBNg)
02:47:04	14640/14640	---M--	200	added ('OK')	image/png	date:Wed,%2018%20Jan%202023%2006:45:55%20GMT	https://cdn.shopify.com/s/files/1/0707/0973/9838/files/logo_200x@2x.png?v=1673904283	C:/Users/gomes/Desktop/Clonado/b/cdn.shopify.com/s/files/1/0707/0973/9838/files/logo_200x@2x8291.png	(from https://lojablackskull.com/produto.php?id=79&fbclid=IwAR2SwlVyU0f7qxqjcLYNuMcDfmNHnz64xyVdUFZHIlJC4DtwB5E5KiDXBNg)
02:47:05	86603/86603	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Feb%202023%2005:47:05%20GMT	https://lojablackskull.com/rastrear.php	C:/Users/gomes/Desktop/Clonado/b/lojablackskull.com/rastrear.html	(from https://lojablackskull.com/produto.php?id=79&fbclid=IwAR2SwlVyU0f7qxqjcLYNuMcDfmNHnz64xyVdUFZHIlJC4DtwB5E5KiDXBNg)
02:47:05	11031/11031	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Feb%202023%2005:47:06%20GMT	https://lojablackskull.com/carrinho.php	C:/Users/gomes/Desktop/Clonado/b/lojablackskull.com/carrinho.html	(from https://lojablackskull.com/produto.php?id=79&fbclid=IwAR2SwlVyU0f7qxqjcLYNuMcDfmNHnz64xyVdUFZHIlJC4DtwB5E5KiDXBNg)
02:47:06	87881/87881	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Feb%202023%2005:47:06%20GMT	https://lojablackskull.com/contato.php	C:/Users/gomes/Desktop/Clonado/b/lojablackskull.com/contato.html	(from https://lojablackskull.com/produto.php?id=79&fbclid=IwAR2SwlVyU0f7qxqjcLYNuMcDfmNHnz64xyVdUFZHIlJC4DtwB5E5KiDXBNg)
02:47:06	336/336	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2007%20Feb%202023%2005:47:07%20GMT	https://lojablackskull.com/collections/all	C:/Users/gomes/Desktop/Clonado/b/lojablackskull.com/collections/all	(from https://lojablackskull.com/produto.php?id=79&fbclid=IwAR2SwlVyU0f7qxqjcLYNuMcDfmNHnz64xyVdUFZHIlJC4DtwB5E5KiDXBNg)
02:47:07	167862/167862	---M-Z	200	added ('OK')	text/html	etag:%2228fb6-5f382dce24b29-gzip%22	https://lojablackskull.com/collections/all/	C:/Users/gomes/Desktop/Clonado/b/lojablackskull.com/collections/all/index.html	(from https://lojablackskull.com/produto.php?id=79&fbclid=IwAR2SwlVyU0f7qxqjcLYNuMcDfmNHnz64xyVdUFZHIlJC4DtwB5E5KiDXBNg)
02:47:07	424452/424452	---M--	200	added ('OK')	image/png	date:Sun,%2005%20Feb%202023%2000:11:20%20GMT	https://cdn.shopify.com/s/files/1/0707/0973/9838/products/01_22f9855a-a623-4d3b-bd15-0142a75ee058_1600x.png?v=1673976253	C:/Users/gomes/Desktop/Clonado/b/cdn.shopify.com/s/files/1/0707/0973/9838/products/01_22f9855a-a623-4d3b-bd15-0142a75ee058_1600x76f1.png	(from https://lojablackskull.com/produto.php?id=79&fbclid=IwAR2SwlVyU0f7qxqjcLYNuMcDfmNHnz64xyVdUFZHIlJC4DtwB5E5KiDXBNg)
02:47:07	104224/104224	---M--	200	added ('OK')	image/png	date:Sun,%2005%20Feb%202023%2000:11:21%20GMT	https://cdn.shopify.com/s/files/1/0707/0973/9838/products/06_1600x.png?v=1673976249	C:/Users/gomes/Desktop/Clonado/b/cdn.shopify.com/s/files/1/0707/0973/9838/products/06_1600xefcf.png	(from https://lojablackskull.com/produto.php?id=79&fbclid=IwAR2SwlVyU0f7qxqjcLYNuMcDfmNHnz64xyVdUFZHIlJC4DtwB5E5KiDXBNg)
02:47:08	95786/95786	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/1.11.1/jquery.min.js	C:/Users/gomes/Desktop/Clonado/b/ajax.googleapis.com/ajax/libs/jquery/1.11.1/jquery.min.js	(from https://lojablackskull.com/produto.php?id=79&fbclid=IwAR2SwlVyU0f7qxqjcLYNuMcDfmNHnz64xyVdUFZHIlJC4DtwB5E5KiDXBNg)
02:47:08	325/325	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2007%20Feb%202023%2005:47:09%20GMT	https://lojablackskull.com/cart	C:/Users/gomes/Desktop/Clonado/b/lojablackskull.com/cart	(from https://lojablackskull.com/produto.php?id=79&fbclid=IwAR2SwlVyU0f7qxqjcLYNuMcDfmNHnz64xyVdUFZHIlJC4DtwB5E5KiDXBNg)
02:47:09	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2007%20Feb%202023%2005:47:09%20GMT	http://cdn.shopify.com/s/files/1/0590/0963/0400/t/4/assets/icon-pix.png?v=7952458606773305251	C:/Users/gomes/Desktop/Clonado/b/cdn.shopify.com/s/files/1/0590/0963/0400/t/4/assets/icon-pix.255d7a.delayed	(from https://lojablackskull.com/produto.php?id=79&fbclid=IwAR2SwlVyU0f7qxqjcLYNuMcDfmNHnz64xyVdUFZHIlJC4DtwB5E5KiDXBNg)
02:47:09	167862/167862	---M-Z	200	added ('OK')	text/html	etag:%2228fb6-5f381e4c26491-gzip%22	https://lojablackskull.com/cart/	C:/Users/gomes/Desktop/Clonado/b/lojablackskull.com/cart/index.html	(from https://lojablackskull.com/produto.php?id=79&fbclid=IwAR2SwlVyU0f7qxqjcLYNuMcDfmNHnz64xyVdUFZHIlJC4DtwB5E5KiDXBNg)
02:47:10	16884/16884	---M--	200	added ('OK')	image/png	date:Fri,%2026%20Aug%202022%2002:13:55%20GMT	https://cdn.shopify.com/s/files/1/0590/0963/0400/t/4/assets/icon-pix.png?v=7952458606773305251	C:/Users/gomes/Desktop/Clonado/b/cdn.shopify.com/s/files/1/0590/0963/0400/t/4/assets/icon-pix5d7a.png	(from https://lojablackskull.com/produto.php?id=79&fbclid=IwAR2SwlVyU0f7qxqjcLYNuMcDfmNHnz64xyVdUFZHIlJC4DtwB5E5KiDXBNg)
02:47:10	86659/86659	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.2.1/jquery.min.js	C:/Users/gomes/Desktop/Clonado/b/ajax.googleapis.com/ajax/libs/jquery/3.2.1/jquery.min.js	(from https://lojablackskull.com/produto.php?id=79&fbclid=IwAR2SwlVyU0f7qxqjcLYNuMcDfmNHnz64xyVdUFZHIlJC4DtwB5E5KiDXBNg)
02:47:10	6572/6572	---MCZ	200	added ('OK')	application/javascript	etag:%2219ac-KoAH9OYMJLGSffJLZ4kKV2fM0M4%22	https://unpkg.com/dayjs@1.8.21/dayjs.min.js	C:/Users/gomes/Desktop/Clonado/b/unpkg.com/dayjs@1.8.21/dayjs.min.js	(from https://lojablackskull.com/produto.php?id=79&fbclid=IwAR2SwlVyU0f7qxqjcLYNuMcDfmNHnz64xyVdUFZHIlJC4DtwB5E5KiDXBNg)
02:47:10	1123/1123	---MCZ	200	added ('OK')	application/javascript	etag:%22463-+v16D/PdGHbwOI7yciFeG82Jf/w%22	https://unpkg.com/dayjs@1.8.21/locale/pt-br.js	C:/Users/gomes/Desktop/Clonado/b/unpkg.com/dayjs@1.8.21/locale/pt-br.js	(from https://lojablackskull.com/produto.php?id=79&fbclid=IwAR2SwlVyU0f7qxqjcLYNuMcDfmNHnz64xyVdUFZHIlJC4DtwB5E5KiDXBNg)
02:47:11	327/327	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2007%20Feb%202023%2005:47:11%20GMT	https://lojablackskull.com/search	C:/Users/gomes/Desktop/Clonado/b/lojablackskull.com/search	(from https://lojablackskull.com/produto.php?id=79&fbclid=IwAR2SwlVyU0f7qxqjcLYNuMcDfmNHnz64xyVdUFZHIlJC4DtwB5E5KiDXBNg)
02:47:12	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2007%20Feb%202023%2005:47:12%20GMT	http://cdn.shopify.com/shopifycloud/shopify/assets/no-image-2048-5e88c1b20e087fb7bbe9a3771824e743c244f437e4f8ba93bbf7b11b53f7824c.gif	C:/Users/gomes/Desktop/Clonado/b/cdn.shopify.com/shopifycloud/shopify/assets/no-image-2048-5e88c1b20e087fb7bbe9a3771824e743c244f437e4f8ba93bbf7b11b53f7824c.2b.delayed	(from https://lojablackskull.com/produto.php?id=79&fbclid=IwAR2SwlVyU0f7qxqjcLYNuMcDfmNHnz64xyVdUFZHIlJC4DtwB5E5KiDXBNg)
02:47:12	167862/167862	---M-Z	200	added ('OK')	text/html	etag:%2228fb6-5f381df1a8812-gzip%22	https://lojablackskull.com/search/	C:/Users/gomes/Desktop/Clonado/b/lojablackskull.com/search/index.html	(from https://lojablackskull.com/produto.php?id=79&fbclid=IwAR2SwlVyU0f7qxqjcLYNuMcDfmNHnz64xyVdUFZHIlJC4DtwB5E5KiDXBNg)
02:47:13	19095/19095	---M--	200	added ('OK')	image/gif	date:Thu,%2020%20Oct%202022%2015:25:59%20GMT	https://cdn.shopify.com/shopifycloud/shopify/assets/no-image-2048-5e88c1b20e087fb7bbe9a3771824e743c244f437e4f8ba93bbf7b11b53f7824c.gif	C:/Users/gomes/Desktop/Clonado/b/cdn.shopify.com/shopifycloud/shopify/assets/no-image-2048-5e88c1b20e087fb7bbe9a3771824e743c244f437e4f8ba93bbf7b11b53f7824c.gif	(from https://lojablackskull.com/produto.php?id=79&fbclid=IwAR2SwlVyU0f7qxqjcLYNuMcDfmNHnz64xyVdUFZHIlJC4DtwB5E5KiDXBNg)
02:47:13	281/281	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2007%20Feb%202023%2005:47:14%20GMT	https://lojablackskull.com/c	C:/Users/gomes/Desktop/Clonado/b/lojablackskull.com/c	(from https://connect.facebook.net/en_US/fbevents.js)
02:47:14	281/281	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2007%20Feb%202023%2005:47:14%20GMT	https://lojablackskull.com/b	C:/Users/gomes/Desktop/Clonado/b/lojablackskull.com/b	(from https://connect.facebook.net/en_US/fbevents.js)
02:47:14	286283/286283	---M-Z	200	added ('OK')	text/css	etag:%2245e4b-5f381dc128286-gzip%22	https://lojablackskull.com/theme.css	C:/Users/gomes/Desktop/Clonado/b/lojablackskull.com/theme.css	(from https://lojablackskull.com/)
02:47:15	422315/422315	---M--	200	added ('OK')	image/png	etag:%22b21f641ec65431b70c44f5ad9422d818%22	https://i.imgur.com/TcThzJc.png	C:/Users/gomes/Desktop/Clonado/b/i.imgur.com/TcThzJc.png	(from https://lojablackskull.com/)
02:47:15	342/342	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2007%20Feb%202023%2005:47:16%20GMT	https://lojablackskull.com/collections/frontpage	C:/Users/gomes/Desktop/Clonado/b/lojablackskull.com/collections/frontpage	(from https://lojablackskull.com/)
